code,product_name
7622210694621,Wafelek oblany czekoladą mleczną z mleka alpejskiego.
3275249000013,Camembert - Ser dojrzewający podpuszczkowy pleśniowy
59071778,"Karmel Love!,Krem Wedlowski"
5900497610339,Lipton Peach Ice Tea
5906425141043,Sos hot-dog remulada
5906425121830,Ketchup łagodny
8715700209890,słodki sos barbecue
5900910009856,Chocofini krem o smaku czekoladowym
5900020013514,Nesquik duo
5900820005405,Masło ekstra
5901713012227,Sos Curry
5901713012210,Sos BBQ
2000034141289,Majonez stołowy
5900820011512,Serek śmietankowy z cebulą i szczypiorkiem
5900242003089,Majonez Kielecki
5906425110476,Musztarda Rosyjska
5900242000194,Musztarda kielecka
5901307001323,Ketchup pikantny
5900385500391,Ketchup pikantny
5900385012573,Ketchup łagodny
59074854,Deser Mleczny
5901812230881,Herbata czarna ekspresowa
5449000133328,Coca Zéro
5908241636246,Szprot w oleju roslinnym
20497149,Wafla
8000500280218,tic tac GUM cool cassis
5905187004382,Chrupki ziemniaczane o smaku ketchupu.
5907596302776,Korpusy na twój deser
5901716985009,MixFix cao
5904215134855,"Koncentrat napoju kakaowego instant z witaminami, wpaniem i magnezem."
5900102006823,Mieszanka Krakowska - galaretki w czekoladzie.
8588001939311,Fresh sandwich szynka
5900820005726,Ser Salami w plastrach.
4000512015062,Trolli Number One
3560070355143,Thé glacésaveur pêche
5900334006363,Tymbark Nektar Ananas
5906207510074,Ser Camembert pełnotłusty
5900189003852,Toffi mleczne nadziewane kremem czekoladowym 18%.
5900300550159,Herbata czarna z naturalnym aromatem
40144955,Guma rozpuszczalna o smakach owocowych
7622210936196,"Ciastko biszkoptowe z nadzieniem (15%) z truskawkami (2,6%) i nadzieniem o smaku waniliowym (15%)."
5900303003607,Orzeszki arachidowe w czekoladzie.
5902020779018,Cebulka zapiekana
5906372277024,Listki Maślane. Herbatniki z polewą kakaową.
8003340093000,Pralinki z czekolady mlecznej z delikatnie rozpływającym się nadzieniem (44%).
5907471414624,"Biszkopty z kremem o smaku śmietankowym (30%), nadzieniem o smaku morelowym (16%), dekorowane polewą kakaową (8%) i białą (2%)."
5900056011201,Pierniki lukrowane (18%) z nadzieniem o smaku różanym.
5902425083215,Biszkopty z galaretką o smaku czarnej porzeczki w polewie kakaowej.
5900749021166,Mieszanka suszonych i kandyzowanych owoców
5900672001709,Chrupki kukurydziane
5900320003260,Paluszki o smaku waniliowym.
5051007121538,Cheese Corn Snack
5905187001985,Chrupki ziemniaczano-pszenne o smaku bekonu.
5900320006971,Paluszki o smaku cebulki.
5901414204709,Herbatniki maślane
3245678049280,Rozpuszczalny napój kakaowy z dodatkiem 3 witamin i 3 składników mineralnych.
5900617035301,BIO napój migdałowy
5904215133537,Ser Gouda
5903767000687,Napój jogurtowy o smaku truskawki - kiwi.
20245726,Red apples
20368197,Weisse schokolode
5900749022064,Pestki dyni
5901888015382,Żelki z nadzieniem owocowym w kwaśnej posypce
5901588026381,Czeko tubka. Krem karmelowy
5900881226009,Pierniki w czekoladzie dekorowane czekoladą mleczną
8592601111626,Kwaśne paski tęczowe o smaku kwaśnym.
5908259344225,Krówka mleczna
5900344901832,"Marynowane, krojone filety bez skórki ze śledzia atlantyckiego z ogórkiem konserwowym i czosnkiem w oleju rzepakowym."
5900344901825,"Marynowane, krojone filety bez skóry ze śledzia atlantyciego z suszonymi pomidorami w oleju."
5900344000337,"Marynowane, krojone filety śledziowe w sosie czosnkowym z ziołami prowansalskimi."
5905617002322,Śliwki suszone bez pestek
5900580004861,Kapusta kwaszona duszona
5900580002645,Kapusta zasmażana
5906742687125,Panierka orientalna Panko
5900344000375,"Marynowane, krojone filety _śledziowe_ w sosie śmietankowym z cebulą, ogórkiem i jabłkiem."
5902476000742,Masło ekstra wiejskie
5904277703075,Drożdze piekarskie prasowane
2938820004206,Golonka wieprzowa bez kości
8719200013506,Tłuszcz roslinny do smarowania 45 %.
8719200011922,Tłuszcz roślinny do smarowania 35% z dodatkiem steroli roslinnych.
8719200106369,Margaryna o zawartości trzech czwartych tluszczu
5901473000724,Bio Tofu
5900120064126,Ser Edamski
2941529004521,Polędwica łososiowa wieprzowa
5907443603131,Czekolada mleczna
5900056008287,Pierniki nadziewane w białej czekoladzie.
5900562560200,Kabanosy bekonowe z pieprzem
5905187117709,Grubo krojone chipsy ziemniaczane o smaku pikantono-śmietankowym.
5904170029128,Kotlet z piersi kurczaka z Mozzarellą.
5900562560606,"Kabanosy klasyczne wieprzowo-wołowe, drobno rozdrobnione, wędzone, parzone, suszone."
5900562560309,Kabanos Chili
5901619150870,Powidła śliwkowe
5901356071452,Mini roladki biszkoptowe z nadzieniem o smaku morelowym (20%) i kremem o smaku waniliowym (36%).
5900783008567,Sos Barbecue. Sos do grilla z cebulą i papryką
5906742687163,"Pasta z galagalem, cebulą i trawą cytrynową."
5901356071445,Mini roladki biszkoptowe z nadzieniem o smaku malinowym (20%) i kremem o smaku waniliowym (36%).
5901356040670,Precle z ciasta francuskiego dekorowane cukrem 15%.
5900084061018,Przyprawa do bigosu i potraw z kapusty
5905643054982,Jagody w lekkim syropie
5900244010023,Golonkowa
5900783009526,Majonez gęsty i kremowy
5900907007629,Jabłka prażone
5905187906075,"Mieszanka krakersów, paluszków i precelków"
5906425121434,Ketchup classic
5902036004098,Syrop z kwaitów hibiskusa
5900783009472,Sos curry mango
5900130031996,Lody wodne o smaku cytrynowym i sorbet truskawkowy z zieloną polewą tłuszczową (5%)
5900783009519,Majonez gęsty kremowy
5901713012647,Ketchup łagodny
5901713012654,Ketchup pikantny
5901713012692,Ketchup pikantny
5906425121243,"Ketchup z doatkiem miodu, czosnku i tymianku."
5906425121861,Ketchup pikantny
5907616900050,Masło o zawartości trzech czwartych tłuszczu.
5907616900630,Podlaskie do smarowania
8719200065369,"Rama do smażenia, klasyczna."
5904215136194,Tortilla - placki pszenne
5904215143567,Majonez wysokotłuszczowy
5900168530041,Twaróg półtłusty z Opola lubelskiego
3077200116371,Ser pleśniowy Velbon Brie oryginalny.
5900143017499,Smalec z cebulką i boczkiem
5901069000916,Śledź po gdansku w oleju.
5903895010220,Filety że śledzia w oleju
4056489061052,Masło ekstra
5900512700014,"Ser miękki solankowy, tłusty, Favita"
20145880,Sos czosnkowy
5900334002242,Sok pomarańczowy
5906040063584,Jogobella
5900531004124,Jogurt naturalny typu greckiego 2% tłuszczu.
5906040063591,Jogurt brzoskwiniowy
5900344901818,Śledzik na raz
5905643054999,Mieszanka owoców w lekkim syropie
5906747314842,Ciasteczka biszkoptowe z nadzieniem mlecznym
5903895631913,Łosoś kawałki w sosie pomidorowym
5903767001660,Jogurt pitny z przetartymi owocami i zmielonymi płatkami owsianymi i siemieniem lnianym.
5903767001677,Jogurt pitny z przetartymi owocami i zmielonymi płatkami owsianymi i jaglanymi.
5903767007563,Jogurt pitny o smaku suszonej śliwki 0% tłuszczu.
5903767007556,Jogurt pitny truskawkowy 0% tłuszczu.
5900259099372,Lay's paprika - Chipsy ziemniaczane o smaku papryka.
20465834,Gouda - ser topiony kremowy
20465841,Tylżycki - ser topiony kremowy
5901414203467,Herbatniki-Markizy z kremem o smaku czekoladowym (41%).
20149307,Kabanosy klasyczne drobiowe z dodatkiem wieprzowiny
20355944,Jabłka
5900531000010,Serek wiejski naturalny
5900497340502,7up
8595241515281,Stek z tuńczyka w pikantnym oleju.
5904215140252,Kefir naturalny
5900446015260,Cola original Zero. Napój gazowany o smaku cool nieposiadający wartości energetycznej.
5902609000564,Lestello couscous
5907439112180,Lody kawowe
40561172,Magnum classique
5900983022493,Spód tortowy jasny 3-warstwowy
8428532230078,Boisson Amande Calcium
20809539,Borówka amerykańska odmiany Brightwell
5907439112128,Lody śmietankowe
8714100636220,"Lody o smaku czekoladowo-orzechowym w polewie z belgijskiej, mlecznej czekolady, z kawałkami karmelizowanych orzechów laskowych"
8593807210502,Bio mleko pełne
5902431271415,"Holenderski ser kozi półtwardy ser podpuszczkowy z mleka koziego, w plastrach."
5907439112135,Lody śmietankowe
5901696000051,Pasztet z drobiem i pomidorami
5907616900876,Masło ekstra z Łukowa
5903548002077,Spirulina&Cytryna
5900085010114,Żurek
5907439112074,Lody truskawkowe
4014400904246,Żelki owocowe wzbogacone witaminami
5906747171414,Coś na ząb owsianka z jabłkiem i bananem
5900649050327,Cappuccino vanilla
40561073,Lody z wanilią z Madagaskaru w polewie z mlecznej czekoladzie 28% i migdałami 5%
5907439112005,Lody bakaliowe
5901044003604,Musztarda delikatesowa chrzanowa
5900643039151,Mleko fermentowane z L. casei Danone oraz witaminami B6 i D. Actimel o smaku papaja-miód-propolis.
5902379335132,Go!life
5900197017551,Satino Coffe
8437005015302,Borówka amerykańska
5900352008721,"Napój gazowany, Oranżada biała"
8715700420585,Ketchup Łagodny
5900643037386,Actimel o smaku malinowym
80052760,Kinder Bueno
5902055141750,"Piwo jasne 6,5%"
5900512850016,"Mleko 3,2 %"
20820299,Świeże mleko 2%
5901529003938,Buraczki wiórki
8710449937363,Airfryer
5901886025611,Sok pomarańcza 100%
5906197340040,Smalec ze skwarkami i cebulą tradycyjnie topiony
5901658000129,Majonez delikatesowy stołowy
5902860410829,Napój gazowany o smaku cytrusowym.
5903767008775,Kefir owoce leśne
5900288005061,Posypka o smaku owocowo-kakaowym
5907569000371,Mąka sojowa odtłuszczona
2044498582073,Śliwki suszone bez pestek
2029165040797,Śliwki suszone bez pestek
5907642692615,Amoniak
5902166707166,Pomidory suszone na słońcu z przyprawami
7613034193766,Sos do makaronu serowo-pieczarkowy
5907529030103,Twaróg śmietankowy
5907382002958,Kefir naturalny
5901573001102,Majonez Świdnicki
5902768794465,Chrupki kukurydziane w polewie deserowej
5901242000382,Twaróg extra
5900672001723,Prażynki o smaku aromatyczny fromage
5902332104355,Krakersy mix solony
5901242000542,Twaróg
5904462000538,Sól peklująca warzona
5901588058429,Pralinki
5906213012173,Gazowany napój energetyczny o smaku mango i marakui wzbogacony witaminami.
5903645500216,Chleb pełne ziarno - pieczywo mieszane
5902020595106,Margaryna palma
5900512300054,Bezwodny tłuszcz mleczny
5908250801055,Jogurt naturalny
5060466512634,Energy drink
5900334010520,Napój jabłkowy
5908275688921,Serek o smaku waniliowym
5900512850375,Mleko świeże
5901242001556,Maślanka naturalna
5904378642754,Pesto Zielone. Sos na bazie bazyli.
5902367408060,Tapioka perełka
5900783000134,koncentrat pomidorowy
5906428000118,Ogórki kiszone
20857653,Pasta z suszonymi pomidorami
5907377030010,Pierogi
20496913,Powidła śliwkowe z odmiany śliwki węgierki
2854460005284,Filety z piersi kurczaka
5903548002091,Dobra kaloria Superfoods - miechunka & chia
5902481019043,Ryż brązowy długoziarnisty
8008460223139,Olio Di Sansa Di Oliva Salvadori
5908230507229,Golonka staropolska na ciepło
5900500032899,Ananas nektar
5900500034473,Nektar z rubinowych grejpfrutów
5900910000136,Cacao DecoMoreno
8711000513767,Kawa rozpuszczalna liofilizowana
5900127010614,Kawa łagodna Astra 100% Arabica
8908001897563,Korniszony delikatesowe z przyprawami
2895280002329,Stek z antrykotu wołowego
5907501851405,Nowalijka wiosenna (bez soli)
5902480010706,Herbatka ekspresowa Żurawinowa
5902143813637,Verdin fix
5900500027826,Napój jabłkowo-brzoskwiniowy
5900500030932,Sok z gruszek i jabłek
5900500028083,Sok owocowo-marchwiowy
5900820019372,"Jogurt pitny kiwi, jarmuż z błonnikiem"
5201301540744,Ser Feta w kostakch
5900857004976,Radamer wędzony
4009176454958,Shortcake
5907468131473,Muslim z owocami tropikalnymi
5900928002795,Fresh Wraps tortilla
5902860410041,Napój gazowany o smaku owocowym
5901761103113,Ćwikła z chrzanem
5907750625642,Szpinak młody
8595588200956,"Wegański deser fermentowany na bazie mleczka kokosowego, z jagodami."
5900102023745,Czekolada gorzka 70%
5901062002719,"Mleko 3,2 %"
5903895631418,Tuńczyk kawałki w sosie własnym
5903895039009,Filety z makreli w sosie pomidorowym
20270797,Cukier waniliowy
5900512350110,Jogurt Polski
5901939020112,Serek śmietankowy w plastrach z papryką
4001686375518,Owocowe żelko-pianki
20857974,Jogurt naturalny kremowy
5900334014443,Mus 100% owoców
5906827017823,CRISPY PIECZYWO CHRUPKIE z serem i cebulką
5902901000811,Mleko spożywcze
5900805007868,Napój gazowany typu cola o zmniejszonej wartości energetycznej
5900783003050,Hot tomato ketchup
5900334009142,Energy drink
5900687478077,Impression energy drink
5900197007682,Jogurt brzoskwinia-mango
5449000236623,Napój niegazowany o smaku brzoskwiniowym z ekstraktem z czarnej herbaty i hibiskusa
5900888010786,Pu-erh herbata czerwona liściasta z wiśnią i płatkami kwiatów
8809041427409,Napój Farmer's Aloe Vera
9120047340035,Bio IXSO ERFRISCHEND NATÜRLICH ohne Koffein
3560070924073,Riz Long Grain
8718836392412,Diet Shake saveur fraise
40084077,Kinder Riegel
4014400910063,Werther's Original
5900857004969,Radamer ser dojrzewający
5901473160046,Vege Kiełbaski Białe
5904378243654,Sałatka z kurczakiem
5902346001046,Kasza manna błyskawiczna z pszenicy
5900449007057,Surówka z białej kapusty
20933654,Racuchy z jabłkiem smażone
5902346001084,Płatki ryżowe błyskawiczne
20859527,Pierogi z mięsem
5908260254872,"Gazowany napój energetyczny o smaku jagód acai-goji z dodatkiem witamin, kofeiny, tauryny, kombuchy."
5900397734999,Klopsy w sosie pomidorowym
5902659893154,Szynka od Szwagra
5903195007333,"Boczek wędzony, plastry"
20980559,"Ser Edam, plastry"
5903895039047,Filety śledziowe w sosie pomidorowym
3941082150931,Ketchup pikantny
5900907007391,Pomidory suszone w oleju z ziołami i żurawiną
5901630001588,Serek poznański naturalny
5901398069936,Pierogi z kapustą i grzybami.
5901398071533,Pierogi z serem
8714100088944,Herbata czarna z naturalnym aromatem
5900073020262,Prażyny solone
5900531003608,"Jogurt typu greckiego z brzoskwinią i marakują 2,4% tłuszczu"
5900531004315,Jogurt typu greckiego jagodowy
5906295160533,Sałatka jarzynowa
5901289462716,Sałatka z tuńczyka
5903386020011,Chrzan tarty
8595241505350,Tuńczyk w sosie własnym duże kawałki
5902121011765,Lody śmietankowe - kostka śnieżna
5900125003557,Wafle ryżowe musli
5906185012744,Olej kokosowy Bio
5902944903049,Majonez wyborny z żółtkiem z jaja kurzego z chowu z wolnego wybiegu
5900567017532,Parówki z szynki
5901414204891,Herbatniki z kawałkiami orzechów laskowych (12%)
5902379812138,Harnasie maślane w czekoladzie
5900617031709,Ciasteczka zbożowe o smaku maślanym
5901398069738,Pierogi z twarogiem i jagodami
5904285046720,Kopytka
5901398080047,Krokiety z kapustą i grzybami
5901596470107,Śledź w sosie pomidorowym
5901596471005,Filety śledziowe w sosie pomidorowym
5905617003978,żurawina suszona
5900154000602,Poduszki zbożowe z kremem o smaku toffi
5900649057500,Rozpuszczalny napój kawowy o smaku śmietankowym
5902659893727,Szynka
5900335008502,Tuńczyk kawałki w oleju roślinnym
5900562485114,Mielonka Tyrolska
5908230524639,Kabanos excellence z indyka z dodatkiem wieprzowiny
5900766003169,Mieszanka do wypieku chleba pszenno-żytniego. Chleb pszenno-żytni z pestkami dyni.
5900244025621,Szynka konserwowa z galaretką
5900766003176,Mieszanka do wypieku chleba żytniego. Chleb żytni.
5906827015652,Mieszanka do przygotowania chleba bez mąki z czarnuszką i orkiszem
5900766003190,Mieszanka do wypieku chleba pszenno-żytni. Chleb baltonowski
5900244010047,Mielonka luksusowa 94 % mięsa
5902160773303,Konserwa turystyczna 93 % mięsa
5900397735057,Kociołek Boloński
5901002006586,Mięso wołowe z makaronem i boczkiem wędzonym w sosie pomidorowym
5905689303440,Gazowany napój energetyczny z tauryną i kofeiną wzbogacony witaminami
5908243690055,Boczek DK Parzony
4300175670746,"Mandarynki, całe segment bez skórki w lekkim syropie."
5901218021120,Cukierki czekoladowe z orzechami arachidowymi
5903240220625,Herbata z naparu biała z jaśminem
8712423008465,Rosół z kury
3800020423462,Paluszek waflowy w białej czekoladzie 68%.
5900300544929,Rosół wołowy
8711200354610,Rosół z kury z pietruszką i lubczykiem
8410159016586,Hiszpańskie oliwki zielone nadziewane pastą paprykową
5907653114106,Szprot podwędzany w oleju
5902162121614,Pizza z szynką i pieczarkami
5900168328051,Alzani Valley
20859688,"Chleb żytni z pełnego ziarna żyta, razowy"
5900635001111,"Woda mineralna średnionasycona CO2, średnio mineralizowana"
5901398071557,Krokiety z mięsem
5900862520737,Rozpuszczalny napój kakaowy z dodatkiem witamin i składników mineralnych.
5900259097538,Chipsy ziemniaczane o smaku pikantnej papryki.
5902476000445,Jogurt naturalny
5902150592525,Jogurt z owsianką z jabłkami i cynamonem
5902474005176,Bigos wiejski z kiełbasą
2230586001926,Słomka ptysiowa z cukrem
5601009955176,Lasagne bolognese
5907464906747,Kapusta kiszona z marchewką
5904730127677,Margaryna Pyszna o smaku masła
5906660157120,Świeże daktyle medjool BIO
5901135016469,Sól peklująca
5900854002906,Sos czosnkowy
5905162002860,Kapusta kiszona z marchewką
5900437086057,Sernik królewski
59076803,WW gorzka czekolada
5900352004044,Jeżyki Kokos
5901619150566,Leczo z fasolkami
5900783004095,Pulpety wieprzowo-wołowe w sosie pomidorowym
5900397735026,Kociołek chłopski
5900783004071,Klopsiki wieprzowe w sosie pomidorowym
5901696000860,Krupnik z mięsem wieprzowym
8714100659922,Lody o smaku waniliowym z kawałkami mlecznej czekolady 6% w rozku waflowym 14% z polewą kakaową 4%
5903895631012,Krupnik z mięsem drobiowym
5901356050501,Ciasteczka owsiane z sezamem
8584004041396,Oryginał Góralki orzechowe - Wafelki z kremowym nadzieniem (72%) z orzechami laskowymi w obwodowej polewie kakaowej.
5900437007113,"Pizza z szynką i sosem pesto, głęboko mrożona."
5900437002187,"Pizza z szynką i pieczarkami z sosem czosnkowym, głęboko mrożona."
5902431561639,Kruche ciasteczka z orzechami bez dodatku cukru
8714100862636,Magnum Mini Batonnet Glace Double Chocolat x6 360ml
8714100289983,Magnum Glace Pot Vanille Amande 440ml
9019100573100,Mleko fermentowane z sokiem truskawkowym z bakteriami oraz witaminami
5902476000483,Jogurt naturalny
28019015,Bio wegańska roślinna pasta do smarowania
7622210899286,"Ciastka zbożowe z mlekiem wzbogacone w wapń, magnez i żelazo."
5900977001916,Kasza Gryczana Prażona
5903895010190,Winter szprot podwędzany w oleju
5900533002449,Fresco Semi Sweet Red
5901414204679,Zoo Orginalne
5907542664750,Mango sorbet
5907694933001,Zenek
5900320001334,Precelki
5901359000237,Tyskie Grand Prix
5900531003738,Jogurt naturalny
5908250801499,Ser kozi w plastrach
5900197011955,Kefir
5900643039045,Mleko fermentowane o smaku naturalnym z L. casei Danone oraz witaminami B6 i D.
20355968,Włoszczyzna
5900449006968,Surówka z białej kapusty z marchewką i natką pietruszki
5900531000102,Low Fat Cottage Cheese
5900552025016,Musli chrupkie bananowe z kawałkami czekolady
5900334012753,Tymbark
5906827003802,płatki owsiane
5903548002008,Baton owocowy chrupiący orzech
8586008108310,Raw Paleo Bar Kakao Haselnuss
3700278405503,Banania chocolat en poudre
5900749010337,Orzechy makadamia łuskane
23064683,Milsani jogging morango
4000415043100,Schogetten Ciocolată cu lapte
5900394006495,Mega Chocolate-Coated Wafer Bar with Cocoa Cream
5900820001568,Maślanka truskawkowa
5900397736702,Barszcz czerwony
5900490000182,Piwo jasne
5901784161466,Kabanos drobiowo-wieprzowy
5900749629966,Baton zbożowy ze śliwkami i polewą o smaku kakaowo-mlecznym.
5449000275424,Napój gazowany o smaku pomarańczowym
5900437307015,Posypka cukrowa
5900983019929,Posypka smak owocowy - posypka dekoracyjna
5901658000419,Sos tatarski
5900983004949,Śnieżka oryginalna
5900983003706,Krem karpatka bez gotowania w proszku
5901067451079,Sok z warzyw i owoców częściowo z soku zagęszczonego z dodatkiem witaminy C.
7622210346735,"Ciasteczka zbożowe z owocami leśnymi wzbogacone w wapń, magnez i żelazo"
5901067404174,Sok wieloowocowy marchwiowy z dodatkiem witamin
5901067447072,Sok z warzyw i owoców częściowo z soku zagęszczonego z dodatkiem witaminy C
5901713014399,Sok pomidorowy
5900059020378,Sok 100% pomidorowy.
5900334015457,"vita MINI mango, marchew, jabłko"
5900120022157,Śmietanka 12% do kawy
9020200312544,Napój sojowy klasyczny
9020200020043,Napój migdałowy
5903862000162,Mąka żytnia typ 720
5900749565059,Kajmak - Masa krówkowa o smaku tradycyjnym
8717185471601,Markizy ciastka z nadzieniem kakaowym (25%)
5900552000273,Bita śmietana
5900288100018,Koncentrat deseru w proszku do przyrządzania na mleku
5900852999383,"Kaszka zbożowa jabłko, śliwka."
5900512983264,Masło osełkowe ekstra
5902208000828,Ser Rycki Edam wędzony
5901363661851,Klopsy w sosie pomidorowym
5901363661868,Pulpety w sosie pomidorowym
5906425113859,Horcice. Musztarda kremska
5900910009863,Krem o smaku czekoladowo-orzechowym
5900449006913,"Surówka z białej kapusty z kukurydzą, marchewką i porem w sosie własnym"
5901939020105,Serek śmietankowy w plastrach ziołowy
5900512220130,Masło extra
5900512984513,Ser Rycerski z dziurami dojrzewajacy
5906395431007,"Chleb mieszany pszenno-żytni z dodatkiem naturalnego zakwasu żytniego oraz ziaren, krojony. Złoty łan"
5907471402867,Rurki waflowe z kremem z orzeszkami ziemnymi (60%).
5905912428490,Syrop o smaku malinowo-cytrynowym
5906425111923,Musztarda grillowa łagodna
5905669174053,Tłoczony sok jabłkowo-wiśniowy
5907069001250,Konfitur-fix
5900437071305,Żelfix 3:1
5900437071503,Żelfix 2:1
5900820000233,Miks tłuszczowy do smarowania 68%.
5900012000058,Zwykła z Kruszwicy - Margaryna o zmniejszonej zawartości tłuszczu 60 %.
5901939000404,"Miks tłuszczowy do smarowania 67% tłuszczu (w tym tłuszcz mleczny 52%, tłuszcz roślinny 15%)"
5900229000582,Miks o zmniejszonej zawartości tłuszczu
5900820003234,Mlemix Zambrowski mix tłuszczowy do smarowania 68% tłuszczu
5900229010215,Margaryna Palma
6408432061639,Masło niesolone
8595229918011,"Baton z orzeszków ziemnych z  żurawiną, orzechami nerkowca, słonecznikiem, rodzynkami i migdałami."
5902899140742,Maasdamer ser żółty w plastrach. Ser podpuszczkowy dojrzewający.
5902208000811,Ser Rycki Edam kl.I
20980405,"Ser Gouda, ser podpuszczkowy dojrzewający."
20980528,"Ser Gouda, plastry"
5900820002527,"Mleko UHT 0,5 %"
5901005000512,"Ser Włoszczowski plastrowany typu Szwajcarskiego. Ser podpuszczkowy, dojrzewający"
5902057003155,Jogurt naturalny z wapniem
5907809284295,Mleko 2 % bez laktozy
8435177058066,Jagody goji suszone
5901384501396,Zupa pomidorowa instant
4056489120087,Pianka o smaku waniliowym w czekoladzie deserowej
5901588016443,Czekolada mleczna z nadzieniem truskawkowym
5900320006735,Paluszki o smaku waniliowym
5905477001220,Masło osełkowe
9019100563439,"Mleko fermentowane z sokiem truskawkowym z Lactobacillus, Bifidobacterium oraz witaminami B6 i D"
5907443600222,Czekolada mleczna z całymi orzechami laskowymi
4002309002040,Krem o smaku czekoladowo-orzechowym
5904031096832,Pierogi z kapustą i grzybami
5900749610377,Musli chrupkie klasyczne z dodatkiem wiórków kokosowych
5902978041397,"Wafel przekładany kremem kakaowym (52,9%) w czekoladzie"
5902214008153,Karmelki twarde mleczne
5902379743128,Ciastka kruche z kawałkami czekolady i orzeszkami laskowymi
5900531000942,Serek wiejski z truskawkami
5900531000973,Serek wiejski z jagodami
5903240806829,Masło Irlandzkie
5905477001008,Masło extra
5900344504231,Sałatka warzywna z jajkiem
20858681,Wafle kukurydziane solone
5907707013331,Jabłko czips suszone
5900189004491,Toffino Choco
5900643041215,Mleko fermentowane z L. casei Danone oraz witaminami B6 i D. Actimel o smaku papaja-miód-mięta.
5900259103512,Chipsy ziemniaczane o smaku kurek w sosie
5900259098573,Chrupki kukurydziane o smaku ketchupu
5900562211638,Pasztet z boczkiem
5901154042746,Rozpuszczalna kawa zbożowa z karmelem
5901002006524,Kiełbasa z weka
5907732940046,Czerwona herbata
5900643039823,Jogurt o smaku jagodowym z chia oraz szczepem bakterii ActiRegularis
5900643022948,Jogurt o smaku brzoskwinia - mango ze szczepem bakterii ActiRegularis
5901588057408,"Ptasie Mleczko, Śmietankowe"
20710866,Serek truskawkowy
5900344201406,Tuńczyk kawałki w oleju roślinnym
3856020223083,Makaron z pszenicy twardej durum
5901888014408,Baton owocowy
5901888014385,Baton owocowy
4009097058051,Bagietka z masłem czosnkowym
5900197017575,Satino coffee
5900352004181,Draże chińskie w czekoladzie
5900956005751,Herbata czarna
5998858706753,Ekologiczne chrupki kukurydziane solone
5901489215273,Tuńczyk w kawałkach w oleju roślinnym
5901874904928,Kiełbasa biała
5906425121397,Ketchup junior
5907799960902,Słomka ptysiowa
8690526065946,Adicto Go Prăjitură cu cremă de lămâie și glazură
8690526065182,Adicto Go Prăjitură cu cremă de capșuni
8690526065953,Adicto Go Prăjitură cu cremă de cacao și glazură de cacao
20499143,Mozarella - ser podpuszczkowy niedojrzewający w plastrach
5900020027702,Musli Chocolate & Banana
4011436201981,Polędwica łososiowa wieprzowa z pieprzem
20336837,Kluski drożdżowe
5604127000049,Ciasteczka wielozbożowe z dodatkiem mleka
5900643007129,Mleko fermentowane z L. casei Danone oraz witaminami B6 i D.
5901005003650,Ser żółty Rajski
9019100573209,Mleko fermentowane z Lactobacillus oraz witaminami B6 i D.
5902899104652,Puszysty serek twarogowy z chrzanem
95900757060891,Filety z piersi kurczaka
5904215142041,Masło ekstra z Kujaw i ziemi dobrzyńskiej
5901088009228,Nektar pomarańczowy
5900396000972,Herbata czarna w torebkach do zaparzania
5900512300108,Masło extra
5906730601614,"Łosoś atlantycki, wędzony na zimno, plastrowany"
5903111926588,Kaszanka
5903111916336,Kiełbasa ze wsi
5903111916411,Wołowina w sosie własnym
5900783004736,Flaki wołowe po Zamojsku
5904645001727,Chrzan tarty
5900531003202,"Jogurt typu greckiego z truskawkami 2,4% tłuszczu"
5900854005556,Sos Amerykański - sos pikantny z cebulą
4867616060400,Telavuri Red dry wine
4810738005415,Настойка горькая &quot;Сваяк&quot;
20359508,Gęsty sos chrzanowy ze śmietanką
5901141005761,Biszkopty z galaretką malinową w czekoladzie
5902901002235,Serek twarogowy ziarnisty z Trzebowniska
5901713012685,Ketchup łagodny
5904906810372,Kiełbasa Żywiecka
7622200007332,Czekolada mleczna z mleka alpejskiego z nadzieniem o smaku truskawkowym (51%)
5900587028259,Śliwka Kujawska w czekoladzie
20127503,Galaretki o smaku wiśniowym w czekoladzie
7290000023717,Carignan Dry Red Wine
7290000521008,Shell Segal Izrael
5901032035112,Cząber otarty
5900500038594,Brasil
5904215116011,Krem o smaku orzechowym
59058663,Ser Liliput
5900394006235,Wafel przekładany kremem kakaowym w czekoladzie mlecznej
5902899117225,Serek jogurtowy
5906425110018,Musztarda Sarepska
5904215132028,"Mleko świeże 3,2 %, mikrofiltrowane"
5900854002890,Ketchup nr VII
5900854002555,Ketchup nr. VII
5906732600059,Majonez wyborowy
5900194004301,Kawa
5900197011009,Jogurt do picia o smaku poziomkowym
5900394006181,Wafel przekładany kremem o smaku toffi w czekoladzie mlecznej
5900394006167,Wafel przekładany kremem kakaowym w czekoladzie
3456770521455,"Fermentowany napój mleczny probiotyczny, słodzony, truskawkowy."
8480029532669,"Fermentowany napój mleczny probiotyczny, słodzony."
5908241636246,Szprot w oleju roslinnym
5900344201109,Tuńczyk w kawałkach w sosie własnym.
5908235946894,Tuńczyk kawałki w zalewie z olejem roślinnym.
3256220728720,Champignons Forestiers
5907377301646,Bułki do hamburgerów z sezamem
5901785340709,Płatki jaglane Bio
5900102018093,Czekolada z nadzieniem (40 %) karmelowym.
5901115000020,Woda lecznicza z Krynicy-Zdroju
5900379120659,Naturalna woda mineralna niegazowana
3250390207498,Mélange Graines Grillées et Salées
5900320001303,Paluszki słone
